"school_name","year","impact","impact_recovery_category"
"Lehua Elementary",2022,,"No Category"
"Pohakea Elementary",2022,2.27,"No Category"
"Waianae Elementary",2022,5.07,"No Category"
"Leihoku Elementary",2022,2.98,"No Category"
"Waianae Intermediate",2022,-5.71,"No Category"
"Waipahu Elementary",2022,17.06,"Large Impact/Large Recovery"
"Honowai Elementary",2022,9.6,"No Category"
"Waipahu Intermediate",2022,14.16,"No Category"
"Ilima Intermediate",2022,-6.05,"No Category"
"Holomua Elementary",2022,16.23,"No Category"
"Kaimiloa Elementary",2022,5.97,"No Category"
"Kapolei Elementary",2022,19.78,"No Category"
"Kanoelani Elementary",2022,8.65,"No Category"
"Momilani Elementary",2022,1.04,"No Category"
"Mauka Lani Elementary",2022,-5.71,"Large Impact/Poor Recovery"
"Kaleiopuu Elementary",2022,14.17,"No Category"
"Waiau Elementary",2022,,"No Category"
"Waikele Elementary",2022,-2.27,"No Category"
"Kapolei Middle",2022,4.88,"No Category"
"Hookele Elementary School",2022,18.53,"No Category"
"Keoneula Elementary",2022,26.24,"No Category"
"Ewa Makai Middle School",2022,8.51,"No Category"
"Aikahi Elementary",2022,11.13,"No Category"
"Enchanted Lake Elementary",2022,,"No Category"
"Hauula Elementary",2022,,"No Category"
"Heeia Elementary",2022,3.07,"No Category"
"Kahaluu Elementary",2022,,"No Category"
"Kahuku High and Intermediate",2022,6.59,"No Category"
"Kailua Elementary",2022,,"No Category"
"Kailua Intermediate",2022,4.62,"No Category"
"Kainalu Elementary",2022,13.79,"No Category"
"Kaneohe Elementary",2022,5.54,"No Category"
"Kapunahala Elementary",2022,21.04,"No Category"
"Samuel Wilder King Intermediate",2022,5.56,"No Category"
"Laie Elementary",2022,9.36,"No Category"
"Maunawili Elementary",2022,,"No Category"
"Mokapu Elementary",2022,4.02,"No Category"
"Benjamin Parker Elementary",2022,,"No Category"
"Blanche Pope Elementary",2022,,"No Category"
"Sunset Beach Elementary",2022,-0.64,"No Category"
"Waimanalo Elementary & Intermediate",2022,14.6,"No Category"
"Kaelepulu Elementary",2022,,"No Category"
"Kahuku Elementary",2022,,"No Category"
"Ahuimanu Elementary",2022,,"No Category"
"Ernest Bowen de Silva Elementary",2022,8.43,"No Category"
"Haaheo Elementary",2022,,"No Category"
"Keaau Elementary",2022,14.93,"No Category"
"Hilo Intermediate",2022,11.42,"No Category"
"Hilo Union Elementary",2022,,"No Category"
"Holualoa Elementary",2022,14.28,"No Category"
"Honaunau Elementary",2022,,"No Category"
"Honokaa High and Intermediate",2022,,"No Category"
"Honokaa Elementary",2022,23.83,"No Category"
"Kalanianaole Elementary and Intermediate",2022,,"No Category"
"Kohala Middle",2022,-8.5,"No Category"
"Chiefess Kapiolani Elementary",2022,15.37,"No Category"
"Kau High & Pahala Elementary",2022,3.14,"No Category"
"Kaumana Elementary",2022,,"No Category"
"Keaau Middle",2022,2.88,"No Category"
"Kahakai Elementary",2022,12.73,"No Category"
"Keaukaha Elementary",2022,4.32,"No Category"
"Konawaena Elementary",2022,11.59,"No Category"
"Konawaena Middle",2022,3.81,"No Category"
"Mountain View Elementary",2022,18.78,"Large Impact/Large Recovery"
"Naalehu Elementary",2022,-10.78,"No Category"
"Pahoa Elementary",2022,-16.5,"No Category"
"Pahoa High & Intermediate",2022,-11.96,"No Category"
"Waiakea Elementary",2022,14.67,"No Category"
"Waiakea Intermediate",2022,6.57,"No Category"
"Waiakeawaena Elementary",2022,21.99,"No Category"
"Waimea Elementary",2022,25.98,"No Category"
"Kealakehe Elementary",2022,10.21,"No Category"
"Kealakehe Intermediate",2022,3.22,"No Category"
"Keonepoko Elementary",2022,2.02,"No Category"
"Waikoloa Elementary and Middle",2022,0.82,"No Category"
"Kohala Elementary",2022,4.83,"No Category"
"Haiku Elementary",2022,15.43,"No Category"
"Iao Intermediate",2022,-3.02,"No Category"
"Kahului Elementary",2022,20.78,"Large Impact/Large Recovery"
"King Kamehameha III Elementary",2022,-0.08,"No Category"
"Kaunakakai Elementary",2022,,"No Category"
"Kihei Elementary",2022,-3.99,"Large Impact/Poor Recovery"
"Kula Elementary",2022,5.51,"No Category"
"Lahaina Intermediate",2022,-0.47,"No Category"
"Lanai High & Elementary",2022,,"No Category"
"Lihikai Elementary",2022,15.49,"No Category"
"Makawao Elementary",2022,14.35,"No Category"
"Samuel Enoka Kalama Intermediate",2022,0.44,"No Category"
"Paia Elementary",2022,,"No Category"
"Waihee Elementary",2022,7.1,"No Category"
"Wailuku Elementary",2022,12.35,"No Category"
"Pukalani Elementary",2022,7.79,"No Category"
"Maui Waena Intermediate",2022,-0.87,"No Category"
"Princess Nahienaena Elementary",2022,9.35,"No Category"
"Lokelani Intermediate",2022,-13.85,"Large Impact/Poor Recovery"
"Kamalii Elementary",2022,6.13,"No Category"
"Pomaikai Elementary School",2022,9.57,"No Category"
"Molokai Middle",2022,10.13,"No Category"
"Pu'u Kukui Elementary",2022,12.05,"No Category"
"Kapaa Middle",2022,-1.99,"No Category"
"Chiefess Kamakahelei Middle",2022,-2.65,"No Category"
"Eleele Elementary",2022,13.37,"No Category"
"Hanalei Elementary",2022,,"No Category"
"Kalaheo Elementary",2022,16.51,"No Category"
"Kapaa Elementary",2022,18.49,"No Category"
"King Kaumualii Elementary",2022,13.07,"No Category"
"Kekaha Elementary",2022,11.82,"No Category"
"Kilauea Elementary",2022,,"No Category"
"Koloa Elementary",2022,-5.5,"Large Impact/Poor Recovery"
"Elsie H. Wilcox Elementary",2022,15.01,"No Category"
"Waimea Canyon Middle",2022,-2.11,"No Category"
"Waialae Elementary PCS",2022,14.28,"No Category"
"Kamaile Academy PCS",2022,-3.48,"No Category"
"Kaohao Public Charter School",2022,,"No Category"
"Waimea Middle PCCS",2022,-12.12,"No Category"
"Connections NCPCS",2022,,"No Category"
"Kanu o ka 'Aina NCPCS",2022,,"No Category"
"West Hawaii Explorations Academy PCS",2022,,"No Category"
"Kualapu'u Elementary NCPCCS",2022,,"No Category"
"Voyager PCS",2022,,"No Category"
"Myron B. Thompson Academy NCPCS",2022,,"No Category"
"Ka Waihona o ka Na'auao NCPCS",2022,6.19,"No Category"
"Innovations PCS",2022,,"No Category"
"Malama Honua Public Charter School",2022,,"No Category"
"Hawaii Technology Academy PCS",2022,-8.18,"No Category"
"Kamalani Academy PCS",2022,,"No Category"
"Kihei Charter School",2022,-0.19,"No Category"
"Alaka'i O Kaua'i",2022,,"No Category"
"The Volcano School of Arts & Sciences",2022,,"No Category"
"Hawaii Academy of Arts and Science PCS",2022,-10.74,"No Category"
"School for Examining Essential Questions of Sustainability",2022,-4.79,"No Category"
"Aina Haina Elementary",2023,9.9,"No Category"
"Ala Wai Elementary",2023,13.18,"No Category"
"Aliiolani Elementary",2023,,"No Category"
"Central Middle",2023,22.01,"Minimal Impact/Large Recovery"
"Sanford B. Dole Middle",2023,10.56,"No Category"
"Joseph J. Fern Elementary",2023,12.68,"No Category"
"Hahaione Elementary",2023,12.84,"No Category"
"Hokulani Elementary",2023,,"No Category"
"William P. Jarrett Middle",2023,5.19,"No Category"
"Thomas Jefferson Elementary",2023,-3.02,"No Category"
"Queen Kaahumanu Elementary",2023,-7.27,"No Category"
"Kaewai Elementary",2023,,"No Category"
"Kahala Elementary",2023,-3.06,"No Category"
"Kaimuki Middle",2023,9.3,"No Category"
"Princess Victoria Kaiulani Elementary",2023,,"No Category"
"King David Kalakaua Middle",2023,0.02,"No Category"
"Kalihi Elementary",2023,,"No Category"
"Kalihi-kai Elementary",2023,12.46,"No Category"
"Kalihi-uka Elementary",2023,,"No Category"
"Kalihi-waena Elementary",2023,-1.81,"No Category"
"Kapalama Elementary",2023,14.01,"No Category"
"Kauluwela Elementary",2023,-18.71,"No Category"
"Prince David Kawananakoa Middle",2023,-2.55,"No Category"
"Koko Head Elementary",2023,7.14,"No Category"
"Prince Jonah Kuhio Elementary",2023,,"No Category"
"Lanakila Elementary",2023,13.15,"No Category"
"King Liholiho Elementary",2023,-8.75,"No Category"
"Princess Miriam K. Likelike Elementary",2023,,"No Category"
"Abraham Lincoln Elementary",2023,-16.59,"No Category"
"King William Lunalilo Elementary",2023,,"No Category"
"Maemae Elementary",2023,8.57,"No Category"
"Manoa Elementary",2023,-12.86,"No Category"
"Niu Valley Middle",2023,0.1,"No Category"
"Noelani Elementary",2023,-7.83,"No Category"
"Nuuanu Elementary",2023,-4.72,"No Category"
"Palolo Elementary",2023,-2.64,"No Category"
"Pauoa Elementary",2023,-15.58,"No Category"
"Puuhale Elementary",2023,,"No Category"
"Royal Elementary",2023,3,"No Category"
"Robert Louis Stevenson Middle",2023,7.77,"No Category"
"Waikiki Elementary",2023,-1.9,"Large Impact/Poor Recovery"
"George Washington Middle",2023,12.68,"No Category"
"John H. Wilson Elementary",2023,4.8,"No Category"
"Kamiloiki Elementary",2023,5.51,"No Category"
"Aiea Elementary",2023,,"No Category"
"Aiea Intermediate",2023,-22.79,"Large Impact/Poor Recovery"
"Aliamanu Elementary",2023,-1.52,"No Category"
"Aliamanu Middle",2023,6.3,"No Category"
"Haleiwa Elementary",2023,,"No Category"
"Daniel K. Inouye Elementary",2023,-3.96,"No Category"
"Helemano Elementary",2023,1.05,"No Category"
"Horace Meek Hickam Elementary",2023,-2.61,"No Category"
"Iliahi Elementary",2023,6.81,"No Category"
"Kaala Elementary",2023,18.17,"Large Impact/Large Recovery"
"Kipapa Elementary",2023,10.98,"No Category"
"Makalapa Elementary",2023,-4.42,"No Category"
"Moanalua Elementary",2023,-3.86,"No Category"
"Moanalua Middle",2023,-7.04,"No Category"
"Mokulele Elementary",2023,,"No Category"
"Chester W. Nimitz Elementary",2023,-6.26,"No Category"
"Pearl Harbor Elementary",2023,-6.6,"No Category"
"Pearl Harbor Kai Elementary",2023,,"No Category"
"Red Hill Elementary",2023,-5.98,"No Category"
"Samuel K. Solomon Elementary",2023,-10.4,"No Category"
"Alvah A. Scott Elementary",2023,12.63,"No Category"
"William R. Shafter Elementary",2023,,"No Category"
"Wahiawa Elementary",2023,6.13,"No Category"
"Wahiawa Middle",2023,-0.04,"No Category"
"Waialua Elementary",2023,-13.57,"No Category"
"Waialua High & Intermediate",2023,6.09,"No Category"
"Waimalu Elementary",2023,17.66,"No Category"
"Mililani Waena Elementary",2023,7.17,"No Category"
"Gustav H. Webling Elementary",2023,-1.21,"No Category"
"Major Sheldon Wheeler Elementary",2023,2.51,"No Category"
"Major Sheldon Wheeler Middle",2023,-2.26,"No Category"
"Mililani Middle",2023,1.56,"No Category"
"Salt Lake Elementary",2023,1.7,"No Category"
"Mililani Ike Elementary",2023,11.88,"No Category"
"Mililani Mauka Elementary",2023,11.84,"No Category"
"Mililani Uka Elementary",2023,5.51,"No Category"
"Pearl Ridge Elementary",2023,12.88,"No Category"
"August Ahrens Elementary",2023,-0.12,"No Category"
"Barbers Point Elementary",2023,-7.11,"No Category"
"Ewa Elementary",2023,-1.5,"No Category"
"Ewa Beach Elementary",2023,1.32,"No Category"
"Highlands Intermediate",2023,6.21,"No Category"
"Iroquois Point Elementary",2023,-13.65,"No Category"
"Maili Elementary",2023,-2.44,"No Category"
"Makaha Elementary",2023,16.47,"Large Impact/Large Recovery"
"Makakilo Elementary",2023,10.49,"Large Impact/Large Recovery"
"Manana Elementary",2023,,"No Category"
"Nanaikapono Elementary",2023,-9.69,"Large Impact/Poor Recovery"
"Nanakuli Elementary",2023,22.5,"No Category"
"Nanakuli High & Intermediate",2023,3.39,"No Category"
"Palisades Elementary",2023,3.35,"No Category"
"Pearl City Elementary",2023,-0.14,"No Category"
"Pearl City Highlands Elementary",2023,5.16,"No Category"
"Lehua Elementary",2023,,"No Category"
"Pohakea Elementary",2023,4.5,"No Category"
"Waianae Elementary",2023,10.41,"No Category"
"Leihoku Elementary",2023,14.91,"No Category"
"Waianae Intermediate",2023,-2.13,"No Category"
"Waipahu Elementary",2023,11.45,"Large Impact/Large Recovery"
"Honowai Elementary",2023,0.61,"No Category"
"Waipahu Intermediate",2023,5.64,"No Category"
"Ilima Intermediate",2023,-8.92,"No Category"
"Holomua Elementary",2023,0.55,"No Category"
"Kaimiloa Elementary",2023,4.56,"No Category"
"Kapolei Elementary",2023,-0.11,"No Category"
"Kanoelani Elementary",2023,2.41,"No Category"
"Momilani Elementary",2023,6.84,"No Category"
"Mauka Lani Elementary",2023,-7.13,"Large Impact/Poor Recovery"
"Kaleiopuu Elementary",2023,5.87,"No Category"
"Waiau Elementary",2023,,"No Category"
"Waikele Elementary",2023,5.85,"No Category"
"Kapolei Middle",2023,0.07,"No Category"
"Hookele Elementary School",2023,14.07,"No Category"
"Keoneula Elementary",2023,4.45,"No Category"
"Ewa Makai Middle School",2023,10.69,"No Category"
"Aikahi Elementary",2023,-0.25,"No Category"
"Enchanted Lake Elementary",2023,21.52,"No Category"
"Hauula Elementary",2023,,"No Category"
"Heeia Elementary",2023,8.86,"No Category"
"Kahaluu Elementary",2023,,"No Category"
"Kahuku High and Intermediate",2023,-13.22,"No Category"
"Kailua Elementary",2023,,"No Category"
"Kailua Intermediate",2023,-1.08,"No Category"
"Kainalu Elementary",2023,-1.6,"No Category"
"Kaneohe Elementary",2023,-1.02,"No Category"
"Kapunahala Elementary",2023,20.38,"No Category"
"Samuel Wilder King Intermediate",2023,-7.59,"No Category"
"Laie Elementary",2023,-2.79,"No Category"
"Maunawili Elementary",2023,0,"No Category"
"Mokapu Elementary",2023,-0.24,"No Category"
"Benjamin Parker Elementary",2023,,"No Category"
"Blanche Pope Elementary",2023,,"No Category"
"Sunset Beach Elementary",2023,5.68,"No Category"
"Waimanalo Elementary & Intermediate",2023,-0.09,"No Category"
"Kaelepulu Elementary",2023,,"No Category"
"Kahuku Elementary",2023,,"No Category"
"Ahuimanu Elementary",2023,,"No Category"
"Ernest Bowen de Silva Elementary",2023,3.28,"No Category"
"Haaheo Elementary",2023,,"No Category"
"Keaau Elementary",2023,0.49,"No Category"
"Hilo Intermediate",2023,15.62,"No Category"
"Hilo Union Elementary",2023,6.7,"No Category"
"Holualoa Elementary",2023,-7.62,"No Category"
"Honaunau Elementary",2023,,"No Category"
"Honokaa High and Intermediate",2023,,"No Category"
"Honokaa Elementary",2023,-7.72,"No Category"
"Kalanianaole Elementary and Intermediate",2023,,"No Category"
"Kohala Middle",2023,11,"No Category"
"Chiefess Kapiolani Elementary",2023,-1.84,"No Category"
"Kau High & Pahala Elementary",2023,22.26,"No Category"
"Kaumana Elementary",2023,,"No Category"
"Keaau Middle",2023,1.04,"No Category"
"Kahakai Elementary",2023,10.47,"No Category"
"Keaukaha Elementary",2023,-2,"No Category"
"Konawaena Elementary",2023,15.86,"No Category"
"Konawaena Middle",2023,8.65,"No Category"
"Mountain View Elementary",2023,14.2,"Large Impact/Large Recovery"
"Naalehu Elementary",2023,7.19,"No Category"
"Pahoa Elementary",2023,-0.57,"No Category"
"Pahoa High & Intermediate",2023,-9.04,"No Category"
"Waiakea Elementary",2023,-10.95,"No Category"
"Waiakea Intermediate",2023,6.79,"No Category"
"Waiakeawaena Elementary",2023,-3.57,"No Category"
"Waimea Elementary",2023,15.63,"No Category"
"Kealakehe Elementary",2023,3.58,"No Category"
"Kealakehe Intermediate",2023,17.05,"No Category"
"Keonepoko Elementary",2023,9.86,"No Category"
"Waikoloa Elementary and Middle",2023,-7.25,"No Category"
"Kohala Elementary",2023,7.5,"No Category"
"Haiku Elementary",2023,-10.88,"No Category"
"Iao Intermediate",2023,12,"No Category"
"Kahului Elementary",2023,13.76,"Large Impact/Large Recovery"
"King Kamehameha III Elementary",2023,3.65,"No Category"
"Kaunakakai Elementary",2023,,"No Category"
"Kihei Elementary",2023,-16.93,"Large Impact/Poor Recovery"
"Kula Elementary",2023,-7.09,"No Category"
"Lahaina Intermediate",2023,1.7,"No Category"
"Lanai High & Elementary",2023,,"No Category"
"Lihikai Elementary",2023,2.49,"No Category"
"Makawao Elementary",2023,11.99,"No Category"
"Samuel Enoka Kalama Intermediate",2023,8.06,"No Category"
"Paia Elementary",2023,,"No Category"
"Waihee Elementary",2023,16.54,"No Category"
"Wailuku Elementary",2023,7.16,"No Category"
"Pukalani Elementary",2023,8.72,"No Category"
"Maui Waena Intermediate",2023,3.63,"No Category"
"Princess Nahienaena Elementary",2023,0.26,"No Category"
"Lokelani Intermediate",2023,-18.06,"Large Impact/Poor Recovery"
"Kamalii Elementary",2023,8.37,"No Category"
"Pomaikai Elementary School",2023,8.46,"No Category"
"Molokai Middle",2023,9.19,"No Category"
"Pu'u Kukui Elementary",2023,-1.04,"No Category"
"Kapaa Middle",2023,-8.74,"No Category"
"Chiefess Kamakahelei Middle",2023,3.31,"No Category"
"Eleele Elementary",2023,14.09,"No Category"
"Hanalei Elementary",2023,,"No Category"
"Kalaheo Elementary",2023,-13.77,"No Category"
"Kapaa Elementary",2023,-11.14,"No Category"
"King Kaumualii Elementary",2023,0.93,"No Category"
"Kekaha Elementary",2023,21.86,"No Category"
"Kilauea Elementary",2023,,"No Category"
"Koloa Elementary",2023,-6.12,"Large Impact/Poor Recovery"
"Elsie H. Wilcox Elementary",2023,14.75,"No Category"
"Waimea Canyon Middle",2023,-10.43,"No Category"
"Waialae Elementary PCS",2023,-2.4,"No Category"
"Kamaile Academy PCS",2023,4.04,"No Category"
"Kaohao Public Charter School",2023,,"No Category"
"Waimea Middle PCCS",2023,0.07,"No Category"
"Connections NCPCS",2023,,"No Category"
"Kanu o ka 'Aina NCPCS",2023,,"No Category"
"West Hawaii Explorations Academy PCS",2023,,"No Category"
"Kualapu'u Elementary NCPCCS",2023,,"No Category"
"Voyager PCS",2023,,"No Category"
"Myron B. Thompson Academy NCPCS",2023,,"No Category"
"Ka Waihona o ka Na'auao NCPCS",2023,0.85,"No Category"
"Innovations PCS",2023,,"No Category"
"Malama Honua Public Charter School",2023,,"No Category"
"Hawaii Technology Academy PCS",2023,-9.51,"No Category"
"Kamalani Academy PCS",2023,,"No Category"
"Kihei Charter School",2023,0.84,"No Category"
"Alaka'i O Kaua'i",2023,,"No Category"
"The Volcano School of Arts & Sciences",2023,,"No Category"
"Hawaii Academy of Arts and Science PCS",2023,4.61,"No Category"
"School for Examining Essential Questions of Sustainability",2023,19.38,"No Category"
