"school_name","year","impact","impact_recovery_category"
"Western Hills School (480_202)",2019,0,"No Category"
"Valley Crest School (480_203)",2019,0,"Large Impact/Poor Recovery"
"West Kearns School (480_204)",2019,0,"No Category"
"West Valley School (480_206)",2019,0,"No Category"
"Whittier School (480_208)",2019,0,"No Category"
"William Penn School (480_212)",2019,0,"Minimal Impact/Large Recovery"
"Woodrow Wilson School (480_216)",2019,0,"No Category"
"Woodstock School (480_220)",2019,0,"No Category"
"Neil Armstrong Academy (480_231)",2019,0,"Large Impact/Large Recovery"
"Bennion Jr High (480_400)",2019,0,"Large Impact/Poor Recovery"
"Bonneville Jr High (480_402)",2019,0,"No Category"
"Churchill Jr High (480_410)",2019,0,"No Category"
"Eisenhower Jr High (480_411)",2019,0,"No Category"
"Evergreen Jr High (480_412)",2019,0,"No Category"
"Granite Park Jr High (480_416)",2019,0,"Large Impact/Poor Recovery"
"Hunter Jr High (480_418)",2019,0,"No Category"
"Thomas Jefferson Jr High (480_419)",2019,0,"No Category"
"Kearns Jr High (480_420)",2019,0,"No Category"
"John F Kennedy Jr High (480_422)",2019,0,"No Category"
"Scott M Matheson Jr High (480_423)",2019,0,"No Category"
"Olympus Jr High (480_424)",2019,0,"Minimal Impact/Large Recovery"
"Valley Jr High (480_428)",2019,0,"No Category"
"Wasatch Jr High (480_432)",2019,0,"No Category"
"West Lake Jr High (480_434)",2019,0,"No Category"
"Pinnacle Canyon Academy (5492_100)",2019,0,"No Category"
"Soldier Hollow Charter School (5495_100)",2019,0,"No Category"
"Cedar East School (635_104)",2019,0,"Large Impact/Poor Recovery"
"Cedar North School (635_108)",2019,0,"Large Impact/Poor Recovery"
"Cedar South School (635_112)",2019,0,"No Category"
"Escalante Valley School (635_116)",2019,0,"No Category"
"Enoch School (635_120)",2019,0,"Large Impact/Poor Recovery"
"Fiddlers Canyon School (635_124)",2019,0,"No Category"
"Parowan School (635_128)",2019,0,"No Category"
"Three Peaks School (635_136)",2019,0,"Large Impact/Poor Recovery"
"Cedar Middle (635_304)",2019,0,"No Category"
"Canyon View Middle (635_308)",2019,0,"No Category"
"Parowan High (635_708)",2019,0,"No Category"
"Bluffdale School (653_109)",2019,0,"No Category"
"Columbia School (653_111)",2019,0,"Large Impact/Poor Recovery"
"Oakcrest School (653_114)",2019,0,"No Category"
"Daybreak School (653_115)",2019,0,"No Category"
"Silver Crest School (653_117)",2019,0,"No Category"
"Eastlake School (653_118)",2019,0,"No Category"
"Midas Creek School (653_119)",2019,0,"No Category"
"Fox Hollow School (653_121)",2019,0,"No Category"
"Elk Meadows School (653_126)",2019,0,"No Category"
"Blackridge School (653_127)",2019,0,"No Category"
"Hayden Peak School (653_131)",2019,0,"No Category"
"Heartland School (653_132)",2019,0,"No Category"
"Jordan Ridge School (653_133)",2019,0,"No Category"
"Jordan Hills School (653_134)",2019,0,"No Category"
"Herriman School (653_136)",2019,0,"No Category"
"Majestic School (653_138)",2019,0,"No Category"
"Mountain Shadows School (653_145)",2019,0,"No Category"
"Monte Vista School (653_146)",2019,0,"No Category"
"Oquirrh School (653_147)",2019,0,"No Category"
"Riverton School (653_152)",2019,0,"No Category"
"Riverside School (653_153)",2019,0,"No Category"
"Rosamond School (653_157)",2019,0,"No Category"
"South Jordan School (653_160)",2019,0,"No Category"
"Southland School (653_161)",2019,0,"No Category"
"Terra Linda School (653_162)",2019,0,"No Category"
"Rose Creek School (653_163)",2019,0,"No Category"
"Welby School (653_167)",2019,0,"No Category"
"West Jordan School (653_168)",2019,0,"No Category"
"Westvale School (653_169)",2019,0,"No Category"
"Westland School (653_170)",2019,0,"No Category"
"Bastian School (653_173)",2019,0,"No Category"
"Copper Canyon School (653_175)",2019,0,"No Category"
"Foothills School (653_176)",2019,0,"No Category"
"Butterfield Canyon School (653_177)",2019,0,"No Category"
"Joel P Jensen Middle (653_406)",2019,0,"No Category"
"Oquirrh Hills Middle (653_409)",2019,0,"No Category"
"South Jordan Middle (653_411)",2019,0,"No Category"
"West Jordan Middle (653_412)",2019,0,"No Category"
"Elk Ridge Middle (653_413)",2019,0,"Minimal Impact/Large Recovery"
"West Hills Middle (653_414)",2019,0,"No Category"
"South Hills Middle (653_415)",2019,0,"No Category"
"Sunset Ridge Middle (653_416)",2019,0,"No Category"
"Fort Herriman Middle (653_417)",2019,0,"No Category"
"Copper Mountain Middle (653_419)",2019,0,"Large Impact/Poor Recovery"
"Mona School (765_110)",2019,0,"No Category"
"Red Cliff School (765_112)",2019,0,"No Category"
"Nebo View School (765_114)",2019,0,"No Category"
"Juab Jr High (765_304)",2019,0,"Large Impact/Poor Recovery"
"Kanab School (772_116)",2019,0,"No Category"
"Valley School (772_120)",2019,0,"No Category"
"Kanab Middle (772_310)",2019,0,"No Category"
"Valley High (772_708)",2019,0,"No Category"
"Delta North School (783_105)",2019,0,"Large Impact/Poor Recovery"
"Fillmore School (783_112)",2019,0,"No Category"
"Delta Middle (783_311)",2019,0,"Large Impact/Poor Recovery"
"Fillmore Middle (783_320)",2019,0,"No Category"
"Morgan School (795_104)",2019,0,"No Category"
"Mountain Green School (795_106)",2019,0,"No Category"
"Morgan Middle (795_304)",2019,0,"Minimal Impact/Large Recovery"
"Art City School (800_100)",2019,0,"No Category"
"Apple Valley School (800_102)",2019,0,"No Category"
"Barnett School (800_104)",2019,0,"No Category"
"Brockbank School (800_108)",2019,0,"No Category"
"Brookside School (800_112)",2019,0,"Minimal Impact/Large Recovery"
"Canyon School (800_116)",2019,0,"No Category"
"Cherry Creek School (800_117)",2019,0,"No Category"
"East Meadows School (800_118)",2019,0,"No Category"
"Foothills School (800_119)",2019,0,"Minimal Impact/Large Recovery"
"Goshen School (800_120)",2019,0,"No Category"
"Hobble Creek School (800_130)",2019,0,"No Category"
"Maple Ridge School (800_138)",2019,0,"No Category"
"Mapleton School (800_140)",2019,0,"No Category"
"Meadow Brook School (800_141)",2019,0,"No Category"
"Mt Loafer School (800_142)",2019,0,"No Category"
"Orchard Hills School (800_143)",2019,0,"No Category"
"Park School (800_144)",2019,0,"No Category"
"Park View School (800_148)",2019,0,"No Category"
"Rees School (800_156)",2019,0,"No Category"
"Riverview School (800_158)",2019,0,"No Category"
"Sage Creek School (800_160)",2019,0,"No Category"
"Salem School (800_164)",2019,0,"No Category"
"Santaquin School (800_168)",2019,0,"Minimal Impact/Large Recovery"
"Sierra Bonita Elementary (800_169)",2019,0,"Minimal Impact/Large Recovery"
"Spanish Oaks School (800_170)",2019,0,"No Category"
"Spring Lake School (800_171)",2019,0,"No Category"
"Taylor School (800_172)",2019,0,"No Category"
"Westside School (800_180)",2019,0,"No Category"
"Wilson School (800_184)",2019,0,"No Category"
"Mapleton Junior High (800_404)",2019,0,"No Category"
"Salem Junior High (800_416)",2019,0,"No Category"
"Spanish Fork Jr High (800_420)",2019,0,"Large Impact/Poor Recovery"
"Springville Jr High (800_424)",2019,0,"No Category"
"Fairview School (837_104)",2019,0,"No Category"
"Fountain Green School (837_108)",2019,0,"No Category"
"Mt Pleasant School (837_112)",2019,0,"No Category"
"Moroni School (837_116)",2019,0,"No Category"
"Spring City School (837_120)",2019,0,"No Category"
"North Sanpete Middle (837_404)",2019,0,"No Category"
"North Summit School (849_110)",2019,0,"No Category"
"North Summit Middle (849_304)",2019,0,"No Category"
"Mcpolin School (856_108)",2019,0,"Large Impact/Poor Recovery"
"Jeremy Ranch School (856_112)",2019,0,"Large Impact/Large Recovery"
"Trailside School (856_116)",2019,0,"Minimal Impact/Large Recovery"
"Treasure Mtn Junior High School (856_304)",2019,0,"Minimal Impact/Large Recovery"
"Ecker Hill Middle (856_308)",2019,0,"No Category"
"Piute High (865_708)",2019,0,"No Category"
"South Rich School (870_112)",2019,0,"No Category"
"Rich Middle School (870_304)",2019,0,"No Category"
"Blanding School (880_104)",2019,0,"No Category"
"Monticello School (880_140)",2019,0,"No Category"
"Albert R Lyman Middle (880_308)",2019,0,"No Category"
"Monticello High (880_704)",2019,0,"No Category"
"Monroe School (900_120)",2019,0,"Large Impact/Poor Recovery"
"Pahvant School (900_124)",2019,0,"No Category"
"Salina School (900_132)",2019,0,"No Category"
"North Sevier Middle (900_310)",2019,0,"No Category"
"South Sevier Middle (900_320)",2019,0,"No Category"
"Red Hills Middle (900_330)",2019,0,"No Category"
"Ephraim School (921_108)",2019,0,"No Category"
"Gunnison Valley School (921_112)",2019,0,"No Category"
"Manti School (921_116)",2019,0,"No Category"
"Gunnison Valley Middle (921_302)",2019,0,"No Category"
"Ephraim Middle (921_304)",2019,0,"No Category"
"South Summit School (930_104)",2019,0,"Large Impact/Poor Recovery"
"South Summit Middle (930_304)",2019,0,"No Category"
"Copper Canyon School (947_102)",2019,0,"No Category"
"Grantsville School (947_108)",2019,0,"No Category"
"Stansbury Park School (947_120)",2019,0,"No Category"
"Rose Springs School (947_124)",2019,0,"No Category"
"Middle Canyon School (947_128)",2019,0,"Large Impact/Poor Recovery"
"Northlake School (947_132)",2019,0,"No Category"
"Overlake School (947_134)",2019,0,"No Category"
"Settlement Canyon School (947_138)",2019,0,"No Category"
"Anna Smith School (947_140)",2019,0,"No Category"
"West School (947_142)",2019,0,"No Category"
"Willow School (947_146)",2019,0,"No Category"
"Sterling School (947_150)",2019,0,"No Category"
"Old Mill School (947_152)",2019,0,"No Category"
"Tooele Jr High (947_404)",2019,0,"No Category"
"Clarke N Johnsen Jr High (947_408)",2019,0,"No Category"
"Wendover High (947_714)",2019,0,"No Category"
"Ashley School (972_100)",2019,0,"No Category"
"Davis School (972_110)",2019,0,"No Category"
"Discovery School (972_114)",2019,0,"Large Impact/Poor Recovery"
"Eagle View School (972_115)",2019,0,"No Category"
"Lapoint School (972_116)",2019,0,"No Category"
"Maeser School (972_120)",2019,0,"No Category"
"Naples School (972_124)",2019,0,"No Category"
"Vernal Middle (972_310)",2019,0,"No Category"
"Uintah Middle School (972_408)",2019,0,"No Category"
"Heber Valley School (992_106)",2019,0,"Minimal Impact/Large Recovery"
"Midway School (992_108)",2019,0,"No Category"
"J R Smith School (992_110)",2019,0,"No Category"
"Old Mill School (992_114)",2019,0,"Minimal Impact/Large Recovery"
"Daniels Canyon School (992_116)",2019,0,"Minimal Impact/Large Recovery"
"Bloomington School (1002_102)",2021,-10.3,"No Category"
"Paradise Canyon (1002_103)",2021,8.2,"Minimal Impact/Large Recovery"
"Enterprise School (1002_104)",2021,0.52,"Minimal Impact/Large Recovery"
"Bloomington Hills School (1002_105)",2021,-6.56,"No Category"
"Coral Canyon School (1002_107)",2021,-22.93,"No Category"
"Diamond Valley School (1002_108)",2021,-25.21,"No Category"
"Coral Cliffs School (1002_110)",2021,,"No Category"
"Arrowhead School (1002_111)",2021,-19.95,"Large Impact/Poor Recovery"
"Hurricane School (1002_112)",2021,-5.17,"No Category"
"Laverkin School (1002_114)",2021,-14.18,"No Category"
"Legacy School (1002_116)",2021,-12.73,"No Category"
"Heritage School (1002_120)",2021,6.32,"Minimal Impact/Large Recovery"
"Panorama School (1002_121)",2021,-23.73,"No Category"
"Sandstone School (1002_122)",2021,-8.56,"No Category"
"Red Mountain School (1002_123)",2021,-6.61,"No Category"
"Santa Clara School (1002_124)",2021,-12.72,"No Category"
"Sunset School (1002_130)",2021,-10.06,"No Category"
"Three Falls School (1002_134)",2021,-6.24,"No Category"
"Washington School (1002_140)",2021,-2.63,"No Category"
"Majestic Fields School (1002_143)",2021,-24.36,"No Category"
"Riverside School (1002_144)",2021,-22.66,"No Category"
"Horizon School (1002_145)",2021,-11.28,"No Category"
"Little Valley School (1002_146)",2021,-14.58,"No Category"
"Crimson View School (1002_147)",2021,-20.54,"No Category"
"Sunrise Ridge Intermediate (1002_303)",2021,-5.41,"No Category"
"Tonaquint Intermediate (1002_304)",2021,-0.77,"Minimal Impact/Large Recovery"
"Hurricane Intermediate (1002_308)",2021,0.04,"No Category"
"Water Canyon School (1002_318)",2021,,"No Category"
"Desert Hills Middle (1002_403)",2021,-1.46,"No Category"
"Dixie Middle (1002_404)",2021,-6.81,"No Category"
"Hurricane Middle (1002_408)",2021,-19.01,"Large Impact/Poor Recovery"
"Pine View Middle (1002_420)",2021,-12.46,"No Category"
"Snow Canyon Middle (1002_425)",2021,-16.75,"Large Impact/Poor Recovery"
"Water Canyon High (1002_518)",2021,,"No Category"
"Enterprise High (1002_712)",2021,-3.8,"No Category"
"Loa School (1042_112)",2021,,"No Category"
"Wayne Middle (1042_302)",2021,,"No Category"
"Bates School (1050_100)",2021,3,"No Category"
"Burch Creek School (1050_105)",2021,-0.27,"Minimal Impact/Large Recovery"
"Country View School (1050_109)",2021,-1.73,"No Category"
"H Guy Child School (1050_110)",2021,-11.12,"No Category"
"Green Acres School (1050_111)",2021,-4.61,"Minimal Impact/Large Recovery"
"Hooper School (1050_112)",2021,-9.76,"No Category"
"Farr West School (1050_113)",2021,-8.22,"No Category"
"Kanesville School (1050_114)",2021,-18.28,"No Category"
"Freedom School (1050_115)",2021,-12.59,"No Category"
"Lakeview School (1050_116)",2021,-10.99,"Large Impact/Poor Recovery"
"Lomond View School (1050_120)",2021,-4.29,"No Category"
"Majestic School (1050_121)",2021,-27.06,"No Category"
"Midland School (1050_123)",2021,-23.89,"No Category"
"Municipal School (1050_124)",2021,-19,"No Category"
"North Ogden School (1050_128)",2021,-23.28,"No Category"
"North Park School (1050_132)",2021,-20.38,"No Category"
"Pioneer School (1050_138)",2021,2.4,"No Category"
"Plain City School (1050_140)",2021,-8.51,"No Category"
"Riverdale School (1050_144)",2021,-9.5,"No Category"
"Roosevelt School (1050_148)",2021,1.45,"No Category"
"Roy School (1050_152)",2021,-15.22,"No Category"
"Uintah School (1050_154)",2021,-13.32,"No Category"
"Valley School (1050_156)",2021,2.48,"No Category"
"Valley View School (1050_158)",2021,0.16,"No Category"
"Washington Terrace School (1050_160)",2021,-12.34,"No Category"
"West Haven School (1050_162)",2021,-17.2,"No Category"
"West Weber School (1050_164)",2021,-16.88,"No Category"
"North Ogden Jr High (1050_402)",2021,-5.37,"No Category"
"Rocky Mountain Jr High (1050_403)",2021,-2.37,"No Category"
"Roy Jr High (1050_404)",2021,-4.68,"No Category"
"Orion Jr High (1050_405)",2021,3.25,"Minimal Impact/Large Recovery"
"Sand Ridge Jr High (1050_406)",2021,-6.09,"No Category"
"South Ogden Jr High (1050_408)",2021,-4.89,"No Category"
"T H Bell Jr High (1050_410)",2021,-5.76,"No Category"
"Snowcrest Jr High (1050_412)",2021,1.01,"No Category"
"Wahlquist Jr High (1050_416)",2021,-4.88,"No Category"
"Salt Lake Arts Academy (110569_300)",2021,-18.9,"No Category"
"Ogden Preparatory Academy (110571_100)",2021,-20.14,"No Category"
"American Preparatory Academy - Draper #1 (110573_100)",2021,-4.09,"Minimal Impact/Large Recovery"
"American Preparatory Academy - Accelerated School (110573_110)",2021,-10.64,"No Category"
"American Preparatory Academy - The School For New Americans (110573_120)",2021,-9.56,"No Category"
"American Preparatory Academy - Draper #2 (110573_130)",2021,-12.91,"No Category"
"American Preparatory Academy - Salem (110573_140)",2021,,"No Category"
"American Preparatory Academy - Draper #3 (110573_700)",2021,-5.1,"No Category"
"Freedom Preparatory Academy (110574_100)",2021,-6.98,"No Category"
"Freedom Preparatory Academy - Vineyard (110574_105)",2021,-11.01,"No Category"
"Backman School (1107_104)",2021,-40.62,"Large Impact/Poor Recovery"
"Beacon Heights School (1107_108)",2021,-21.31,"No Category"
"Bonneville School (1107_112)",2021,-24.39,"No Category"
"Dilworth School (1107_124)",2021,-17.18,"No Category"
"Edison School (1107_132)",2021,-39.64,"No Category"
"Emerson School (1107_136)",2021,-29.69,"No Category"
"North Star School (1107_140)",2021,-25.36,"No Category"
"Ensign School (1107_144)",2021,,"No Category"
"Franklin School (1107_148)",2021,-55.96,"No Category"
"Mountain View School (1107_160)",2021,-26.2,"No Category"
"Hawthorne School (1107_176)",2021,-21.68,"No Category"
"Highland Park School (1107_180)",2021,-11.08,"No Category"
"Indian Hills School (1107_184)",2021,,"No Category"
"Mary W Jackson School (1107_188)",2021,-23.19,"No Category"
"Liberty School (1107_196)",2021,,"No Category"
"M Lynn Bennion School (1107_204)",2021,,"No Category"
"Meadowlark School (1107_216)",2021,-32.04,"No Category"
"Newman School (1107_220)",2021,,"No Category"
"Nibley Park School (1107_224)",2021,,"No Category"
"Riley School (1107_244)",2021,,"No Category"
"Rose Park School (1107_252)",2021,,"No Category"
"Escalante School (1107_262)",2021,-21.96,"No Category"
"Uintah School (1107_268)",2021,-13.21,"No Category"
"Wasatch School (1107_272)",2021,-25.66,"No Category"
"Washington School (1107_276)",2021,,"No Category"
"Whittier School (1107_288)",2021,-4.5,"No Category"
"Bryant Middle (1107_404)",2021,-19.36,"No Category"
"Clayton Middle (1107_408)",2021,-10.56,"No Category"
"Glendale Middle (1107_412)",2021,-6.29,"No Category"
"Hillside Middle (1107_416)",2021,-11.57,"No Category"
"Northwest Middle (1107_440)",2021,-18.4,"No Category"
"West High (1107_716)",2021,-8.98,"No Category"
"Bonneville School (1183_103)",2021,,"No Category"
"Heritage School (1183_119)",2021,-3.89,"No Category"
"Hillcrest School (1183_123)",2021,,"No Category"
"Horace Mann School (1183_131)",2021,-15.14,"No Category"
"Lincoln School (1183_139)",2021,-34.97,"Large Impact/Poor Recovery"
"James Madison School (1183_151)",2021,,"No Category"
"New Bridge School (1183_158)",2021,-33.98,"Large Impact/Poor Recovery"
"Odyssey School (1183_163)",2021,-25.67,"Large Impact/Poor Recovery"
"Shadow Valley School (1183_174)",2021,0.32,"No Category"
"Thomas O Smith School (1183_179)",2021,,"No Category"
"Wasatch School (1183_183)",2021,,"No Category"
"Highland Junior High (1183_409)",2021,-2.93,"No Category"
"Mound Fort Junior High (1183_411)",2021,4.78,"No Category"
"Mount Ogden Junior High (1183_415)",2021,-0.63,"No Category"
"Alpine School (122_104)",2021,-12.49,"No Category"
"Aspen School (122_105)",2021,-4.82,"No Category"
"Barratt School (122_106)",2021,-14.56,"No Category"
"Bonneville School (122_107)",2021,-13.03,"No Category"
"Cascade School (122_108)",2021,-0.05,"No Category"
"Cedar Ridge School (122_111)",2021,-7.81,"No Category"
"Belmont School (122_114)",2021,-5.61,"No Category"
"Black Ridge School (122_115)",2021,-9.16,"No Category"
"Central School (122_116)",2021,-14.39,"No Category"
"Cherry Hill School (122_118)",2021,2.27,"Minimal Impact/Large Recovery"
"Deerfield School (122_119)",2021,-8.75,"No Category"
"Eaglecrest School (122_120)",2021,-1.57,"Minimal Impact/Large Recovery"
"Eagle Valley School (122_121)",2021,-0.62,"No Category"
"Foothill School (122_123)",2021,-16.92,"No Category"
"Forbes School (122_124)",2021,-2.97,"No Category"
"Freedom School (122_125)",2021,-13.83,"No Category"
"Fox Hollow School (122_126)",2021,6.22,"Minimal Impact/Large Recovery"
"Greenwood School (122_132)",2021,1.65,"No Category"
"Grovecrest School (122_136)",2021,-8.27,"No Category"
"Harvest School (122_138)",2021,-17.79,"No Category"
"Hidden Hollow School (122_139)",2021,-5.44,"No Category"
"Highland School (122_140)",2021,-2.54,"Minimal Impact/Large Recovery"
"Legacy School (122_146)",2021,-13.7,"No Category"
"Lehi School (122_148)",2021,-6.08,"No Category"
"North Point School (122_150)",2021,0.73,"Minimal Impact/Large Recovery"
"Orchard School (122_151)",2021,0.67,"Minimal Impact/Large Recovery"
"Pony Express School (122_153)",2021,-25.23,"No Category"
"Meadow School (122_154)",2021,-15.99,"No Category"
"Northridge School (122_155)",2021,-17.91,"Large Impact/Large Recovery"
"Lindon School (122_156)",2021,-5.16,"No Category"
"Orem School (122_157)",2021,-9.46,"No Category"
"Manila School (122_160)",2021,11.44,"Minimal Impact/Large Recovery"
"Mount Mahogany School (122_161)",2021,-16.89,"No Category"
"Rocky Mountain School (122_162)",2021,-22.27,"No Category"
"Saratoga Shores School (122_163)",2021,-6.47,"No Category"
"Sego Lily School (122_164)",2021,-7.06,"No Category"
"Ridgeline School (122_165)",2021,-8.72,"No Category"
"Sage Hills School (122_167)",2021,-6.54,"No Category"
"Sharon School (122_168)",2021,4.39,"No Category"
"Shelley School (122_170)",2021,-14.64,"No Category"
"Snow Springs School (122_172)",2021,-9.8,"No Category"
"Valley View School (122_176)",2021,-4.12,"Minimal Impact/Large Recovery"
"Westmore School (122_178)",2021,-18.83,"Large Impact/Poor Recovery"
"Westfield School (122_180)",2021,-10.34,"No Category"
"Windsor School (122_182)",2021,-10.37,"No Category"
"Dry Creek School (122_183)",2021,4.81,"No Category"
"River Rock School (122_201)",2021,-3,"No Category"
"Springside School (122_202)",2021,-4.06,"No Category"
"Brookhaven School (122_203)",2021,-6.26,"No Category"
"Mountain Trails School (122_205)",2021,7.09,"Minimal Impact/Large Recovery"
"Riverview School (122_219)",2021,3.93,"Minimal Impact/Large Recovery"
"Traverse Mountain School (122_258)",2021,-17.74,"No Category"
"American Fork Jr High (122_404)",2021,-12.45,"No Category"
"Canyon View Jr High (122_405)",2021,-13.39,"No Category"
"Lehi Jr High (122_408)",2021,-6.77,"No Category"
"Mountain Ridge Jr High (122_410)",2021,-2.76,"No Category"
"Oak Canyon Jr High (122_412)",2021,-6.33,"No Category"
"Orem Jr High (122_414)",2021,-4.35,"No Category"
"Pleasant Grove Jr High (122_416)",2021,-1.28,"Minimal Impact/Large Recovery"
"Frontier Middle School (122_417)",2021,-0.49,"Minimal Impact/Large Recovery"
"Timberline Middle (122_420)",2021,-0.66,"No Category"
"Willowcreek Middle (122_425)",2021,-11.08,"No Category"
"Vista Heights Middle (122_490)",2021,2.38,"No Category"
"Amelia Earhart School (1222_100)",2021,-32.41,"No Category"
"Canyon Crest School (1222_101)",2021,-24.69,"No Category"
"Edgemont School (1222_102)",2021,-19.72,"No Category"
"Franklin School (1222_104)",2021,,"No Category"
"Lakeview School (1222_118)",2021,-20.53,"No Category"
"Provost School (1222_120)",2021,-18.52,"Large Impact/Poor Recovery"
"Rock Canyon School (1222_122)",2021,-10.33,"No Category"
"Spring Creek School (1222_123)",2021,-20.82,"Large Impact/Poor Recovery"
"Timpanogos School (1222_128)",2021,-14.79,"No Category"
"Wasatch School (1222_132)",2021,-13.56,"No Category"
"Westridge School (1222_134)",2021,-13.92,"No Category"
"Centennial Middle (1222_404)",2021,-14.17,"No Category"
"Dixon Middle (1222_408)",2021,-5.36,"No Category"
"Ranches Academy (125577_100)",2021,,"No Category"
"Davinci Academy (125578_700)",2021,-9.07,"No Category"
"Summit Academy - Draper Campus (125579_100)",2021,-7.89,"No Category"
"Summit Academy - Independence (125579_300)",2021,0.27,"No Category"
"North Davis Preparatory Academy (125581_100)",2021,-19.94,"Large Impact/Poor Recovery"
"Adams School (1261_104)",2021,,"No Category"
"Bridger School (1261_110)",2021,-13.29,"No Category"
"Ellis School (1261_112)",2021,,"No Category"
"Hillcrest School (1261_124)",2021,-15.73,"No Category"
"Mount Logan Middle (1261_404)",2021,-13.43,"No Category"
"Grant School (1275_112)",2021,,"No Category"
"Horizon School (1275_116)",2021,-8,"No Category"
"Liberty School (1275_120)",2021,,"No Category"
"Mcmillan School (1275_124)",2021,-11.92,"No Category"
"Longview School (1275_128)",2021,-23.64,"No Category"
"Parkside School (1275_129)",2021,-13.1,"Large Impact/Poor Recovery"
"Viewmont School (1275_130)",2021,-28.43,"No Category"
"Hillcrest Jr High (1275_404)",2021,-24.9,"Large Impact/Poor Recovery"
"Riverview Jr High (1275_412)",2021,-19.38,"No Category"
"Lincoln Academy (165609_100)",2021,-14.09,"No Category"
"Beehive Science & Technology Academy (165610_700)",2021,-10.83,"No Category"
"Wasatch Peak Academy (165611_100)",2021,-0.91,"No Category"
"North Star Academy (165612_100)",2021,-10.08,"No Category"
"Reagan Academy (165614_100)",2021,-17.81,"No Category"
"American Leadership Academy (165615_100)",2021,-20.5,"Large Impact/Poor Recovery"
"Navigator Pointe Academy (170609_100)",2021,14.01,"No Category"
"Odyssey Charter School (175612_100)",2021,10.51,"No Category"
"Noah Webster Academy (185686_100)",2021,-17.44,"No Category"
"Mountainville Academy (185688_100)",2021,-20.31,"No Category"
"Entheos Academy Kearns (185690_100)",2021,-10.47,"No Category"
"Entheos Academy Magna (185690_110)",2021,-2.5,"No Category"
"Paradigm High School (185692_700)",2021,,"No Category"
"Legacy Preparatory Academy (185694_100)",2021,-6.21,"No Category"
"Lakeview Academy (185702_100)",2021,-5.1,"No Category"
"Syracuse Arts Academy - Antelope (185793_100)",2021,-5.19,"No Category"
"Syracuse Arts Academy - North (185793_110)",2021,-15.95,"No Category"
"Monticello Academy (185798_100)",2021,-5.38,"No Category"
"George Washington Academy (185800_100)",2021,-3.8,"No Category"
"Channing Hall (185802_100)",2021,1.84,"Minimal Impact/Large Recovery"
"Edith Bowen Laboratory School (185833_108)",2021,,"No Category"
"Karl G Maeser Preparatory Academy (185835_700)",2021,-20.56,"Large Impact/Poor Recovery"
"Canyon Rim Academy (185836_100)",2021,-11.43,"No Category"
"Guadalupe School (185837_100)",2021,,"No Category"
"C S Lewis Academy (185842_100)",2021,,"No Category"
"Dual Immersion Academy (185843_100)",2021,-23.39,"No Category"
"Gateway Preparatory Academy (185866_100)",2021,-10.65,"No Category"
"Merit College Preparatory Academy (185870_700)",2021,-28.31,"No Category"
"Providence Hall (185871_100)",2021,5.9,"Minimal Impact/Large Recovery"
"Quest Academy (185872_100)",2021,-5.26,"No Category"
"Venture Academy (185874_100)",2021,-2.98,"No Category"
"Altara School (186056_103)",2021,-18.32,"No Category"
"Alta View School (186056_104)",2021,-25.5,"No Category"
"Bella Vista School (186056_106)",2021,,"No Category"
"Brookwood School (186056_107)",2021,-12.49,"No Category"
"Butler School (186056_108)",2021,-11.68,"No Category"
"Canyon View School (186056_110)",2021,-17.01,"No Category"
"Copperview School (186056_112)",2021,-21.66,"Large Impact/Poor Recovery"
"Crescent School (186056_116)",2021,-10.86,"No Category"
"Draper School (186056_120)",2021,-10.49,"No Category"
"East Midvale School (186056_122)",2021,-11.94,"No Category"
"East Sandy School (186056_123)",2021,-10.27,"No Category"
"Lone Peak School (186056_135)",2021,-15.64,"No Category"
"Midvale School (186056_140)",2021,-15.41,"Large Impact/Poor Recovery"
"Oak Hollow School (186056_143)",2021,-18.65,"No Category"
"Midvalley School (186056_144)",2021,-2.03,"No Category"
"Oakdale School (186056_149)",2021,-6.48,"No Category"
"Peruvian Park School (186056_150)",2021,-9.82,"No Category"
"Ridgecrest School (186056_151)",2021,-10.24,"No Category"
"Quail Hollow School (186056_154)",2021,-9.1,"No Category"
"Park Lane School (186056_155)",2021,-9.02,"Minimal Impact/Large Recovery"
"Sandy School (186056_156)",2021,-14.5,"No Category"
"Sunrise School (186056_159)",2021,-25.06,"Large Impact/Poor Recovery"
"Sprucewood School (186056_164)",2021,-7.3,"No Category"
"Albion Middle (186056_401)",2021,3.28,"Minimal Impact/Large Recovery"
"Butler Middle (186056_402)",2021,-13.27,"No Category"
"Eastmont Middle (186056_403)",2021,-7.47,"No Category"
"Midvale Middle (186056_404)",2021,-4.57,"No Category"
"Indian Hills Middle (186056_405)",2021,-20.75,"Large Impact/Poor Recovery"
"Draper Park Middle (186056_407)",2021,-18.56,"No Category"
"Mt Jordan Middle (186056_408)",2021,-3.15,"No Category"
"Union Middle (186056_410)",2021,-16.07,"No Category"
"Early Light Academy At Daybreak (186110_300)",2021,-24.85,"No Category"
"Excelsior Academy (186111_100)",2021,-14.43,"No Category"
"Hawthorn Academy West Jordan (186112_100)",2021,-5.28,"No Category"
"Hawthorn Academy South Jordan (186112_110)",2021,-6.91,"No Category"
"Mountain Heights Academy (186113_600)",2021,0.33,"No Category"
"Jefferson Academy (186114_100)",2021,-45.54,"Large Impact/Poor Recovery"
"Vista School (186115_100)",2021,-7.42,"No Category"
"Maria Montessori Academy (186154_100)",2021,,"No Category"
